Sysdig Container CPU Quota Used Percent,Sysdig Container File In IOPS,Sysdig Container Net HTTP Request Count,JMX JVM Heap Used,Sysdig Container Syscall Error Count,Sysdig Program Net Error Count,Sysdig Container Net HTTP Error Count,Sysdig Container Memory Limit Used Percent,Timestamp
2.273,5.2,1,39409979.2,0,0,0,27.842344,1699057560
1.89,6.2,1,40319291.2,0,0,0,27.842969,1699057570
2.029,5.8,1,41235566.4,0,0,0,27.857813,1699057580
2.248,5.6,1,42134228.8,0,0,0,27.874454,1699057590
3.205,10.8,1,43079585.6,0,0,0,27.887657,1699057600
8.587,12.6,1,43979886.4,0,0,0,28.166954,1699057610
2.104,6,1,44876910.4,0,0,0,27.928829,1699057620
1.675,5.4,1,45803425.6,0,0,0,27.928907,1699057630
1.759,5.4,1,46744686.4,0,0,0,27.930079,1699057640
1.781,5.2,1,47600750.4,0,0,0,27.931251,1699057650
1.25,4.4,1,53008289.6,0,0,0,27.960157,1699057710
1.714,5.4,1,53860257.6,0,0,0,27.960157,1699057720
1.267,5.4,1,54824865.6,0,0,0,27.960157,1699057730
1.234,4,1,55755067.2,0,0,0,27.960157,1699057740
1.203,5.4,1,56620142.4,0,0,0,27.960157,1699057750
1.219,5.4,1,57527816,0,0,0,27.960157,1699057760
1.302,4,1,58467438.4,0,0,0,27.960157,1699057770
1.363,5.4,1,59380846.4,0,0,0,27.96125,1699057780
1.266,5.4,1,60245921.6,0,0,0,27.965625,1699057790
8.42,5.8,1,46827140,0,0,0,27.938204,1699057800
0.977,5,1,33384601.6,0,0,0,27.907032,1699057810
1.049,5,1,34300467.2,0,0,0,27.907032,1699057820
1.082,4,1,35219609.6,0,0,0,27.907422,1699057830
1.041,5.4,1,36152268.8,0,0,0,27.907813,1699057840
1.052,5.4,1,37102131.2,0,0,0,27.907813,1699057850
1.112,5.2,1,38000793.6,0,0,0,27.908516,1699057860
1.104,5.4,1,38881024,0,0,0,27.908594,1699057870
1.130001,5.4,1,39786649.6,0,0,0,27.908594,1699057880
1.187,5,1,40757418.4,0,0,0,27.908594,1699057890
1.167,6.4,1,41665099.2,0,0,0,27.910001,1699057900
1.065,5.4,1,42656331.2,0,0,0,27.910157,1699057910
1.126,4,1,43522498.666667,0,0,0,27.910938,1699057920
1.11,5.4,1,44418430.4,0,0,0,27.910938,1699057930
1.11,6.2,1,45383038.4,0,0,0,27.910938,1699057940
1.263001,4.8,1,46302590.4,0,0,0,27.910938,1699057950
1.276,5.4,1,47167665.6,0,0,0,27.910938,1699057960
1.179,5.4,1,48018541.333334,0,0,0,27.910938,1699057970
1.416,4,1,48971544,0,0,0,27.910938,1699057980
1.467,5.4,1,49825969.6,0,0,0,27.910938,1699057990
1.449,5.4,1,50728318.4,0,0,0,27.910938,1699058000
1.884,6.2,1,59689523.2,0,0,0,47.168881,1699059320
1.984,6.2,1,60567705.6,0,0,0,47.185547,1699059330
2.225,5.4,1,50348759.2,0,0,0,47.167318,1699059340
2.187001,6.2,1,34680432,0,0,0,47.196355,1699059350
1.806,5.4,1,35583190.4,0,0,0,47.167969,1699059360
2.08,6,1,36497008,0,0,0,47.301303,1699059370
1.682,5.4,1,37410006.4,0,0,0,47.167969,1699059380
2.539,7.8,1,38375438.4,0,0,0,47.302214,1699059390
1.944001,5.2,1,39317128,0,0,0,47.170053,1699059400
1.956,6.2,1,40294024,0,0,0,47.23724,1699059410
1.97,6.2,1,41223406.4,0,0,0,47.23724,1699059420
1.842,6,1,42162619.2,0,0,0,47.23724,1699059430
2.015,6.2,1,43078075.2,0,0,0,47.23724,1699059440
1.903,6.2,1,43982062.4,0,0,0,47.238152,1699059450
1.967,6,1,44827886.4,0,0,0,47.238542,1699059460
3.389001,6.2,1,45776110.4,0,0,0,47.403125,1699059470
26.023001,8.6,1,46707131.2,0,0,0,49.109506,1699059480
2.278,8.4,1,47625454.4,0,0,0,47.229167,1699059490
2.427,10.2,1,48506094.4,0,0,0,47.246485,1699059500
2.073,7,1,49344955.2,0,0,0,47.298438,1699059510
3.107,6,1,50253448,0,0,0,47.417058,1699059520
1.947,6.2,1,51166036.8,0,0,0,47.303646,1699059530
